0	8.88178e-14	9.42432e-07	# 8.88178e-14
1	4.44089e-12	6.664e-06	# 4.44089e-12
2	1.08802e-10	3.29851e-05	# 1.08802e-10
3	1.74083e-09	0.000131941	# 1.74083e-09
4	2.04547e-08	0.000452269	# 2.04547e-08
5	1.88184e-07	0.0013718	# 1.88184e-07
6	1.41138e-06	0.00375683	# 1.41138e-06
7	8.87152e-06	0.00941887	# 8.87152e-06
8	4.76844e-05	0.0218368	# 4.76844e-05
9	0.000222527	0.0471727	# 0.000222527
10	0.000912362	0.0955172	# 0.000912362
11	0.00331768	0.182142	# 0.00331768
12	0.0107825	0.328349	# 0.0107825
13	0.0315179	0.56132	# 0.0315179
14	0.0832974	0.912294	# 0.0832974
15	0.199914	1.41249	# 0.199914
16	0.437311	2.08662	# 0.437311
17	0.874623	2.94444	# 0.125377
18	1.60348	3.97211	# 0.603475
19	2.70059	5.12607	# 2.70059
20	4.18591	6.33301	# 1.18591
21	5.97988	7.49819	# 4.02012
22	7.88257	8.52128	# 2.11743
23	9.59617	9.31413	# 0.596169
24	10.7957	9.81337	# 1.20431
25	11.2275	9.98346	# 2.77248
26	10.7957	9.81337	# 1.79569
27	9.59617	9.31413	# 3.59617
28	7.88257	8.52128	# 4.88257
29	5.97988	7.49819	# 3.02012
30	4.18591	6.33301	# 0.814085
31	2.70059	5.12607	# 2.29941
32	1.60348	3.97211	# 0.396525
33	0.874623	2.94444	# 0.125377
34	0.437311	2.08662	# 0.562689
35	0.199914	1.41249	# 0.199914
36	0.0832974	0.912294	# 0.0832974
37	0.0315179	0.56132	# 0.0315179
38	0.0107825	0.328349	# 0.0107825
39	0.00331768	0.182142	# 0.00331768
40	0.000912362	0.0955172	# 0.000912362
41	0.000222527	0.0471727	# 0.000222527
42	4.76844e-05	0.0218368	# 4.76844e-05
43	8.87152e-06	0.00941887	# 8.87152e-06
44	1.41138e-06	0.00375683	# 1.41138e-06
45	1.88184e-07	0.0013718	# 1.88184e-07
46	2.04547e-08	0.000452269	# 2.04547e-08
47	1.74083e-09	0.000131941	# 1.74083e-09
48	1.08802e-10	3.29851e-05	# 1.08802e-10
49	4.44089e-12	6.664e-06	# 4.44089e-12
50	8.88178e-14	9.42432e-07	# 8.88178e-14

# mean squared error as asked in assignment: 2.87108e-08
# maximum deviation simulation/binomial over all k: 4.88257
