0	9.33264e-297	3.05494e-148	# 9.33264e-297
1	9.33264e-294	9.66056e-147	# 9.33264e-294
2	4.66165e-291	2.15909e-145	# 4.66165e-291
3	1.55078e-288	3.93799e-144	# 1.55078e-288
4	3.86531e-286	6.21716e-143	# 3.86531e-286
5	7.6997e-284	8.77479e-142	# 7.6997e-284
6	1.27687e-281	1.12999e-140	# 1.27687e-281
7	1.81315e-279	1.34653e-139	# 1.81315e-279
8	2.25057e-277	1.50019e-138	# 2.25057e-277
9	2.48063e-275	1.575e-137	# 2.48063e-275
10	2.45831e-273	1.5679e-136	# 2.45831e-273
11	2.21248e-271	1.48744e-135	# 2.21248e-271
12	1.82345e-269	1.35035e-134	# 1.82345e-269
13	1.38582e-267	1.17721e-133	# 1.38582e-267
14	9.77004e-266	9.88435e-133	# 9.77004e-266
15	6.42217e-264	8.01384e-132	# 6.42217e-264
16	3.95365e-262	6.2878e-131	# 3.95365e-262
17	2.28846e-260	4.78379e-130	# 2.28846e-260
18	1.24976e-258	3.53519e-129	# 1.24976e-258
19	6.45927e-257	2.54151e-128	# 6.45927e-257
20	3.16827e-255	1.77996e-127	# 3.16827e-255
21	1.47853e-253	1.21595e-126	# 1.47853e-253
22	6.57944e-252	8.11137e-126	# 6.57944e-252
23	2.79769e-250	5.28932e-125	# 2.79769e-250
24	1.13889e-248	3.37475e-124	# 1.13889e-248
25	4.44624e-247	2.10861e-123	# 4.44624e-247
26	1.66734e-245	1.29126e-122	# 1.66734e-245
27	6.01478e-244	7.7555e-122	# 6.01478e-244
28	2.09013e-242	4.5718e-121	# 2.09013e-242
29	7.00556e-241	2.6468e-120	# 7.00556e-241
30	2.26746e-239	1.50581e-119	# 2.26746e-239
31	7.09497e-238	8.42317e-119	# 7.09497e-238
32	2.14845e-236	4.63513e-118	# 2.14845e-236
33	6.30211e-235	2.5104e-117	# 6.30211e-235
34	1.79239e-233	1.3388e-116	# 1.79239e-233
35	4.94701e-232	7.0335e-116	# 4.94701e-232
36	1.32607e-230	3.64153e-115	# 1.32607e-230
37	3.45496e-229	1.85875e-114	# 3.45496e-229
38	8.75559e-228	9.35713e-114	# 8.75559e-228
39	2.15971e-226	4.64727e-113	# 2.15971e-226
40	5.18871e-225	2.27787e-112	# 5.18871e-225
41	1.21492e-223	1.10223e-111	# 1.21492e-223
42	2.77406e-222	5.26693e-111	# 2.77406e-222
43	6.18035e-221	2.48603e-110	# 6.18035e-221
44	1.34423e-219	1.15941e-109	# 1.34423e-219
45	2.85573e-218	5.34391e-109	# 2.85573e-218
46	5.92875e-217	2.4349e-108	# 5.92875e-217
47	1.20341e-215	1.097e-107	# 1.20341e-215
48	2.38927e-214	4.88802e-107	# 2.38927e-214
49	4.64201e-213	2.15453e-106	# 4.64201e-213
50	8.8291e-212	9.39633e-106	# 8.8291e-212
51	1.64464e-210	4.05541e-105	# 1.64464e-210
52	3.00146e-209	1.73247e-104	# 3.00146e-209
53	5.36865e-208	7.32711e-104	# 5.36865e-208
54	9.41503e-207	3.06839e-103	# 9.41503e-207
55	1.61938e-205	1.27255e-102	# 1.61938e-205
56	2.73271e-204	5.22753e-102	# 2.73271e-204
57	4.52575e-203	2.12738e-101	# 4.52575e-203
58	7.35825e-202	8.57803e-101	# 7.35825e-202
59	1.17483e-200	3.42757e-100	# 1.17483e-200
60	1.84252e-199	1.35739e-99	# 1.84252e-199
61	2.83929e-198	5.3285e-99	# 2.83929e-198
62	4.30015e-197	2.07368e-98	# 4.30015e-197
63	6.40245e-196	8.00153e-98	# 6.40245e-196
64	9.37359e-195	3.06163e-97	# 9.37359e-195
65	1.3498e-193	1.16181e-96	# 1.3498e-193
66	1.91221e-192	4.37288e-96	# 1.91221e-192
67	2.66568e-191	1.63269e-95	# 2.66568e-191
68	3.65747e-190	6.0477e-95	# 3.65747e-190
69	4.94023e-189	2.22266e-94	# 4.94023e-189
70	6.57051e-188	8.10587e-94	# 6.57051e-188
71	8.60645e-187	2.93367e-93	# 8.60645e-187
72	1.11047e-185	1.05379e-92	# 1.11047e-185
73	1.41167e-184	3.75722e-92	# 1.41167e-184
74	1.7684e-183	1.32981e-91	# 1.7684e-183
75	2.18338e-182	4.67267e-91	# 2.18338e-182
76	2.65741e-181	1.63016e-90	# 2.65741e-181
77	3.18889e-180	5.64702e-90	# 3.18889e-180
78	3.77352e-179	1.94255e-89	# 3.77352e-179
79	4.40403e-178	6.63629e-89	# 4.40403e-178
80	5.07014e-177	2.2517e-88	# 5.07014e-177
81	5.75868e-176	7.58859e-88	# 5.75868e-176
82	6.45393e-175	2.54046e-87	# 6.45393e-175
83	7.1382e-174	8.44879e-87	# 7.1382e-174
84	7.79254e-173	2.79151e-86	# 7.79254e-173
85	8.39761e-172	9.16385e-86	# 8.39761e-172
86	8.93466e-171	2.98909e-85	# 8.93466e-171
87	9.38653e-170	9.68841e-85	# 9.38653e-170
88	9.73853e-169	3.12066e-84	# 9.73853e-169
