0	7.88861e-28	8.88178e-14	# 7.88861e-28
1	7.88861e-26	8.88178e-13	# 7.88861e-26
2	3.90486e-24	6.24889e-12	# 3.90486e-24
3	1.27559e-22	3.57154e-11	# 1.27559e-22
4	3.0933e-21	1.75878e-10	# 3.0933e-21
5	5.93914e-20	7.70658e-10	# 5.93914e-20
6	9.40364e-19	3.06653e-09	# 9.40364e-19
7	1.26277e-17	1.12373e-08	# 1.26277e-17
8	1.46797e-16	3.83142e-08	# 1.46797e-16
9	1.5006e-15	1.22499e-07	# 1.5006e-15
10	1.36554e-14	3.69532e-07	# 1.36554e-14
11	1.11726e-13	1.05701e-06	# 1.11726e-13
12	8.28636e-13	2.8786e-06	# 8.28636e-13
13	5.60923e-12	7.48948e-06	# 5.60923e-12
14	3.48574e-11	1.86701e-05	# 3.48574e-11
15	1.99849e-10	4.47045e-05	# 1.99849e-10
16	1.0617e-09	0.000103039	# 1.0617e-09
17	5.24603e-09	0.000229042	# 5.24603e-09
18	2.419e-08	0.000491834	# 2.419e-08
19	1.04399e-07	0.00102176	# 1.04399e-07
20	4.22816e-07	0.00205625	# 4.22816e-07
21	1.61073e-06	0.00401339	# 1.61073e-06
22	5.78398e-06	0.00760525	# 5.78398e-06
23	1.96152e-05	0.0140054	# 1.96152e-05
24	6.29322e-05	0.0250863	# 6.29322e-05
25	0.000191314	0.0437394	# 0.000191314
26	0.000551867	0.0742877	# 0.000551867
27	0.00151252	0.122985	# 0.00151252
28	0.00394337	0.198579	# 0.00394337
29	0.00979043	0.312895	# 0.00979043
30	0.0231707	0.481354	# 0.0231707
31	0.0523209	0.723313	# 0.0523209
32	0.112817	1.06209	# 0.112817
33	0.232471	1.52452	# 0.232471
34	0.458105	2.13985	# 0.541895
35	0.863856	2.93787	# 0.863856
36	1.55974	3.94627	# 1.44026
37	2.69793	5.18715	# 6.30207
38	4.47288	6.67299	# 2.52712
39	7.11073	8.40248	# 0.110732
40	10.8439	10.3568	# 4.84387
41	15.8691	12.4969	# 0.130927
42	22.2923	14.7632	# 0.29227
43	30.0686	17.0776	# 9.93136
44	38.9526	19.3482	# 6.04744
45	48.4743	21.4766	# 16.4743
46	57.9584	23.3665	# 10.9584
47	66.5905	24.9311	# 5.5905
48	73.527	26.1	# 0.47299
49	78.0287	26.8217	# 5.97134
50	79.5892	27.0656	# 4.58924
51	78.0287	26.8217	# 3.97134
52	73.527	26.1	# 15.527
53	66.5905	24.9311	# 11.5905
54	57.9584	23.3665	# 9.0416
55	48.4743	21.4766	# 17.5257
56	38.9526	19.3482	# 11.9526
57	30.0686	17.0776	# 2.93136
58	22.2923	14.7632	# 4.70773
59	15.8691	12.4969	# 1.13093
60	10.8439	10.3568	# 8.15613
61	7.11073	8.40248	# 1.88927
62	4.47288	6.67299	# 0.52712
63	2.69793	5.18715	# 0.302072
64	1.55974	3.94627	# 0.559739
65	0.863856	2.93787	# 0.136144
66	0.458105	2.13985	# 0.458105
67	0.232471	1.52452	# 0.767529
68	0.112817	1.06209	# 0.887183
69	0.0523209	0.723313	# 0.0523209
70	0.0231707	0.481354	# 0.0231707
71	0.00979043	0.312895	# 0.00979043
72	0.00394337	0.198579	# 0.00394337
73	0.00151252	0.122985	# 0.00151252
74	0.000551867	0.0742877	# 0.000551867
75	0.000191314	0.0437394	# 0.000191314
76	6.29322e-05	0.0250863	# 6.29322e-05
77	1.96152e-05	0.0140054	# 1.96152e-05
78	5.78398e-06	0.00760525	# 5.78398e-06
79	1.61073e-06	0.00401339	# 1.61073e-06
80	4.22816e-07	0.00205625	# 4.22816e-07
81	1.04399e-07	0.00102176	# 1.04399e-07
82	2.419e-08	0.000491834	# 2.419e-08
83	5.24603e-09	0.000229042	# 5.24603e-09
84	1.0617e-09	0.000103039	# 1.0617e-09
85	1.99849e-10	4.47045e-05	# 1.99849e-10
86	3.48574e-11	1.86701e-05	# 3.48574e-11
87	5.60923e-12	7.48948e-06	# 5.60923e-12
88	8.28636e-13	2.8786e-06	# 8.28636e-13
89	1.11726e-13	1.05701e-06	# 1.11726e-13
90	1.36554e-14	3.69532e-07	# 1.36554e-14
91	1.5006e-15	1.22499e-07	# 1.5006e-15
92	1.46797e-16	3.83142e-08	# 1.46797e-16
93	1.26277e-17	1.12373e-08	# 1.26277e-17
94	9.40364e-19	3.06653e-09	# 9.40364e-19
95	5.93914e-20	7.70658e-10	# 5.93914e-20
96	3.0933e-21	1.75878e-10	# 3.0933e-21
97	1.27559e-22	3.57154e-11	# 1.27559e-22
98	3.90486e-24	6.24889e-12	# 3.90486e-24
99	7.88861e-26	8.88178e-13	# 7.88861e-26
100	7.88861e-28	8.88178e-14	# 7.88861e-28

# mean squared error as asked in assignment: 2.55429e-09
# maximum deviation simulation/binomial over all k: 17.5257
