0	8.88178e-12	9.42432e-06	# 8.88178e-12
1	4.44089e-10	6.664e-05	# 4.44089e-10
2	1.08802e-08	0.000329851	# 1.08802e-08
3	1.74083e-07	0.00131941	# 1.74083e-07
4	2.04547e-06	0.00452269	# 2.04547e-06
5	1.88184e-05	0.013718	# 1.88184e-05
6	0.000141138	0.0375683	# 0.000141138
7	0.000887152	0.0941887	# 0.000887152
8	0.00476844	0.218368	# 0.00476844
9	0.0222527	0.471727	# 0.0222527
10	0.0912362	0.955172	# 0.0912362
11	0.331768	1.82142	# 0.331768
12	1.07825	3.28349	# 0.921754
13	3.15179	5.6132	# 0.151795
14	8.32974	9.12294	# 0.329743
15	19.9914	14.1249	# 1.99138
16	43.7311	20.8662	# 4.73115
17	87.4623	29.4444	# 5.4623
18	160.348	39.7211	# 1.65245
19	270.059	51.2607	# 6.94097
20	418.591	63.3301	# 19.5915
21	597.988	74.9819	# 26.9878
22	788.257	85.2128	# 18.2567
23	959.617	93.1413	# 12.6169
24	1079.57	98.1337	# 2.56897
25	1122.75	99.8346	# 1.75173
26	1079.57	98.1337	# 37.431
27	959.617	93.1413	# 7.61686
28	788.257	85.2128	# 18.7433
29	597.988	74.9819	# 6.01215
30	418.591	63.3301	# 5.40851
31	270.059	51.2607	# 18.941
32	160.348	39.7211	# 5.34755
33	87.4623	29.4444	# 7.5377
34	43.7311	20.8662	# 11.2689
35	19.9914	14.1249	# 8.99138
36	8.32974	9.12294	# 2.67026
37	3.15179	5.6132	# 0.848205
38	1.07825	3.28349	# 1.07825
39	0.331768	1.82142	# 0.668232
40	0.0912362	0.955172	# 0.0912362
41	0.0222527	0.471727	# 0.0222527
42	0.00476844	0.218368	# 0.00476844
43	0.000887152	0.0941887	# 0.000887152
44	0.000141138	0.0375683	# 0.000141138
45	1.88184e-05	0.013718	# 1.88184e-05
46	2.04547e-06	0.00452269	# 2.04547e-06
47	1.74083e-07	0.00131941	# 1.74083e-07
48	1.08802e-08	0.000329851	# 1.08802e-08
49	4.44089e-10	6.664e-05	# 4.44089e-10
50	8.88178e-12	9.42432e-06	# 8.88178e-12

# mean squared error as asked in assignment: 2.87108e-08
# maximum deviation simulation/binomial over all k: 37.431
