0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	1
28	0
29	2
30	1
31	7
32	9
33	20
34	49
35	84
36	165
37	297
38	485
39	714
40	1059
41	1624
42	2294
43	3065
44	3894
45	4833
46	5801
47	6659
48	7309
49	7724
50	7892
51	7935
52	7421
53	6623
54	5677
55	4774
56	3929
57	2957
58	2229
59	1568
60	1085
61	770
62	462
63	263
64	147
65	78
66	48
67	28
68	8
69	6
70	4
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
